query_id,answer
6WipZ7KYGDYnVYRi,fe84c964909a1c85 a0b4c43124163a19 97ad04e18866c0e1 a6a9c5732428ffd3 d26c9a5d924bec74 fdc76d55fc55cb68 dc4e75550f8d927c eeec980610cab9fb c07bc432f0c9e32b 5749ff64e7d239fe 2ac6b201e20c52df 169a566455463ef2 12d60d6f2bdb7ec6 55bda63080a70fb9 76bf3a3af190113d 57155aefff292df0 dd6980d572d930a9 95d8c61630753831 693f620dba3f675c 1f870a8e689455cd 7ab29ce429c2ff5e 9b0a4c2846fca2f0 8b3519839533b5d3 9b442306d0a0c810 4bef77c0f68591bf 8a0c474c892e018b df9056d7299461e4 0f547da7343c4729 670ac88e2f6ae795 692a2b33fd273a2d 6fbfbf6a540d79fe 423c63dd5bb03cce f75a6148ba1f3d28 37ff52905096d608 1f12128e3d556aad f4f4f75e3fc46552 0fd699ca2299b463 757388a5f6279188 5317fdbbb4eed952 9478e6c7168ab5aa 504a112e76f0c0e3 fe7d1daae740253b 9c8b8fb1ee67a1c1 a423f0b5893cc61e c10e3e4a0b477cf0 fbf358e8f03c8345 67abd7292f5044ce 20a4cddd84eb863d 5d15be5c7e6da4c6 fe65a33a54163771
se6VLpQxweDo6aDA,01330e0a87e17cd0 95dcf079878a6747 fc976865174484c3 0a845a846a8e3f8a fabda12531973707 e31964dd745a581d bca53d28fb576cde f6d1b59d9acb225e fe74931c81a80ed8 f2585d74397aaed2 8bf45e3f2a30eb0a 5822aeb9f455ac6a 88e608289b1c3e3d de430ecbe6135745 680f5e7028e13737 d70fc01dc82225b8 6f9aecad2094172c 4e84f1f29fe540fa a191f4c7ad0f7025 3454ce49e1bfb53b 61fc3caf93d780b6 516596aa025155da 907b33d15ddd56c3 86bec06ff9d7fe65 a42b8b142dd21103 06a4d1eb018b2c0a 02fe4cc1c9bae6b4 6d670bcfece11179 09bd42ac3c64eb58 e762c3b78b9a6fb1 79de85355796b27e 9bc71ea3dd71e71c a8df44f10c173e1b 487a5c78aada0e3c 0ac900a53d558119 f28d2543024a7d0b 0ea14a0d7d9fdc72 0bfeed7dac65f155 c3f401206db6d364 1bca371a287876bf 94a973e8e00eee8e 18962cb1b487d4df 943a97c8b4638e4d a8d6d403e481c545 32859a0fd6ff3647 e4310f4225927be6 a062c6205fe559c7 83bcd03128c59da1 3cde410536706859 bef79a5b04125e7f
5OMA0yn9NqBnk0v4,26fa5d3fd9cf6a05 979a4b498cac411b e13ae978412956ff 23be7796586739be 29f7a505976662d3 16dca0b93624141a c0624864bb93c2ef 43e4a71acd4f0988 c95c7df2576c5558 4ec86550c9c8a4f4 fcc55cdd9fecb7b0 d18fe8f2e1f5c360 4d11c23bd09c33aa f0a6e14ed40bcdd9 a3cbd49026c86821 11ce2def72ae40ef 3bb62a8ae4bc5e47 6a97ccb119def38a dd20b3e80ed036f7 79674897b6399202 3c38d9da7e78bacd 14e6e60c8aa488aa 27644b0ca638d5ab dc107fe450b72a5d b58f293909ec8379 1abcf9f639d809b5 a5d2ffd33337d079 83361328eee242a4 de4a04d55f47fad7 3e8418df0cd81ec7 2863dd7a1de13114 30e409d6b74552cd 544e35b3ca117ad3 44870ca0c230e10b 5e93a81c94d07a33 bdc305f9fbc5d7be e757f59b04bd31c3 b49d911bc963842c 585fc134ae6ec385 1ee998cc58c40044 68722282bff7a7f3 a0238e60537ff24a b055b68db4a16a0f 4b7eb725ef67e771 1428d07026619ee5 5f14a207297abeff 0807fce71b060192 e66560f5571eb916 ac38063e7e7e9b3c fd25eb452ecf86da
aiNvLOx6SlRpHlhT,d4710f01dd3546f4 f6d556a4c11cc288 0c54371d6ecbba07 826f66f4ef618dbf 999f2d78e53ff3b9 3da029a83850d92c 3eb5d8fb9abe790d f630df5ba9a3ac6c 44508a97a7659daa 275166c9e83678de 89305f624a4646ad 8f7396a098cda23e c58ebdcb953b286f 1616fd89331ab7fb f8f13a325fcbdf34 f26b39e69654a98e 4d288fd73e925837 edfc85706dc90a91 779bc21a5d5be77d ec00cb0870f136db 85e40aaae70fe79b b51bd294c3363e5f eacada52eefded57 22aeb8637427a2f8 4fb9e20a647c5ec0 bef90c6505ca41e0 0a7bc21074237e5a 0cc0524fa588be7b 0046967216259a5f 695f4cccda19bba4 a4f9377543c06aa5 0210b361a5865c68 42a8ad8b3a2d56c3 d253a79b82e6e374 44177cc9eda42546 5eb021e02ab241e8 b58dbb2205c61c0a aa3baf3ffba1ed5a 5d8d4d0747f4405c 4bae416870981e34 72a710b21a8691ad 9c088aa89ecddcd6 7550847edf49a655 2cf380f5fb06d136 b2687533f0044273 4a61925f35fee403 b0ae1ce144b9d1d4 ebbedeb5fb0d523f ce1304319dbe79fd 714091d15162480c
t3rTCJh8EEED9D2d,be3683ba44c7089f 43004aed57ee563b fff618f0e665f4a8 9a757a9f539e88d9 1238f972e691d805 6f9bb33e97e41463 32e6e4137894c97f 7a4c2e37e81d32d5 5b04196a063938f3 b17ca91807057c72 c198c7d35298d6cf 054eed3cd95c4c10 144e82226735f6c4 33144bf8d2754575 d06065f813dca8d8 827c7f93acc896ba 9962f8f6c3d9ebb6 0407f04760b04e4b 32c4d35982a0e658 eba3733c32127863 5095621e047d6b0d 0e6f5591e34ae530 4befd38355db179e d1aaaca9067c0710 64a1133d2bb11034 99b882552f33bb7e 2a70b96934b23269 cef66bca1b6f360c 403901c92f59a298 2172e7ac7e2d4137 28989cdcba53e14c 2fb330d38d46a3ef e92befac103606be 344c117a922c54f0 80f3a8de4fca8b78 73d89aed5a154b15 f10268bdc0e97ab5 dec251e03e7e2f1f d9a3d04d67b6de12 d20cdc93defac72a af8a033ad89f4173 de8a7b8bdbc6d5bd fd6263f4db57e662 b1b1a22cc8913af7 d6486f318e9a4371 f971ba66ef526209 d8bf42e46f41166e 1fab741c699e7a90 05bfb79dc191b18e e5be3d3f274c5ba5
2PUhznwLVZZnGKyA,994882f95a0540c6 ca4f1a06660958cf ead77d56282a9377 13dd552723d923bb 54cbe73571b9e65a dde6386d3541a659 b2dab688e3d49335 67b909fc469c527a 83a9aaedd4d286e5 dea270e3a7baa3cf e440e439cdad735b 0e015d0d262b7330 f28b7d7954e4db9b 285fd3208e768921 016f2f2757b785e8 4bfc7a8bc1806d61 0ef59208cb5afc53 6ce7d6eb39838e2e 69d23c88c8fe6aea d0ab4440e10bb585 5bebe6bac1864bee 182fe2f99d9a454f 6823d534363371cf ef1f655962d61e66 b5eb2af7c9be71ed f87256daf48582d5 9dfebddf79391c0a dd2fea5936855329 e94d6ca37ca0045e 827d0dfc64847865 d0d7a100f730db07 8ae34e88c985279f d101320877786fcf 5f8bda96ef8ad9f5 79560ac4af8d4774 bc7a05db0220c788 1beac03893ad7ae6 273a3a46c6bac43c 3ad555e59d8db125 40b3939dee78a115 f8846c2cc3963cca 576b611ab1b6e1ba c7dec93a1356f96c 88267cbe3ed70766 41064ef7fba64baa 8b06289e3ee65b37 45949c60ee702ea5 c60f39b657edf8f6 bc8a5eebb64ae35a 70b0484c0b20e49f
53DkEMbu8wBL8tN5,8a8d18a4d3890b8f 490ba8cb2c48f486 4161bac8966103e7 55af5aceb8ff1f79 60a854acc49d3b80 84af0a9d7decc1f6 66551be0b3150164 58c1d29a2ef6ddf1 524a5e737f2a798b c051f1e10d55c204 692d3dd93b864741 10e755b1597b7376 21edbc5dcc252375 4e9b6f1e37ce87c5 bd21645101b3730e ebb7a8cc379c3d2a 4ad43a66447d4ef0 b5429986a678265d 1bfb87a6607c889a b1ef7be1acdd2a72 0975554ab87da734 1e8742754119b2d9 e1bd8ac8345ac205 eecd6a82533a7371 0b6e1db381c207dc d80634d42d3e4aa7 686e70bae64a6003 cad65ffec8c69574 1f0494ccf7a6dc95 8c509a86716d836c 1f7d417fd9018472 c1487aba7ebd3de4 439bb80463412eb0 011bc792464400f3 9225c5a9114cb9cc 8ca201bcf55c0400 d7e72dc335cba2f4 e71825dfb93dbb12 9991c92c9c138529 4a523b8655e7fdaf 3a136fdda7f13353 e748c808f16e86a2 40996b5b9bdeb1a5 2bf375d059b5017c 48a4b08fd5bb89a3 983b4285a6d2cb53 d46bd94713770ec5 2889cb4ea7ad71d5 bf1ccbd20de76061 c3d2538d46f454db
Oq8mEHCqkCCRuzXR,204cd13c468f90ec 5561f7617655d933 3a1864b2b40bdbb4 7f4b27b32e3c7469 8036098889842f9f 802a0684fb82e041 65376aaa0210c136 6f3c42e835f87930 5393a80c891bd055 591532ac28ecb2be 42459e361c3ae635 560d0883eb022a5c 3e4c68e5ca040e55 d2956f4a6a251dd7 636377b9a9be6ba3 541c6841fcfe34b6 635007e4e97040ed 4953a7ceb80d0c7a 128c6c1e0d109640 79ec6d618a491d39 2df98f77e51f5a24 26c2a549b31b0142 0d7ce6da9b156eb6 1b2a4fb92e2b8bdd d45bf43e05462987 14a72c9b2d451739 2b3cb3d7f86974e0 828d22cada04faf1 74170153aa56a0c2 c5abefd8a60b8869 af0e94d09663d653 2da1735be01c3293 b8fdbff60a3aa151 0b37ea1e0dea03d4 9f34e24367bfb266 f90abca25cd05548 36b117ae333e51c0 777bcea5f8aad32f 983eb69efd8bcb8f 4873d2756891610c 7c3be670f645b0ca 381758012d9d6a5f 798eacfc6d5e7548 57a99138de3a6cdb c9a1d719372e152f c31c452d35394110 e50198f614e4b916 e543f761ecdc26f1 5f8682fe0f35b1f3 5b28f7f33199bce5
HQDrHII7FZgjEjrx,d9f6441540f4b01a 25f614f628dface1 8b616b28522e6d05 97a6860494d56b59 96f3c5ba414b8708 308bb046b0d0454e 6fd594c76e29f6e0 c959f5e3b230eae6 56c3da20111cdabc 2bfdc8a07e781460 929e7b76666dfedf 2adec3d53e54818a 613bd5ba6f8181a6 ca1b2eb4bdf420e3 b484b1995dd6b7fc 72de255c4ff5066d acffcac43cd8c7b7 85f577e489ef2c70 abcb0bd6cd779c86 116914610b28e41d 6b2653f91690bf74 a08b7eda4e443cd4 fc44f27e7e3f536e ceac70bb83ce9fe9 a9f896c3f54ecac6 152e879c3da452dd 840716cf8b63744e 5c4e265251364b97 a7f3e8091968d24e e5c5edb3c83d24af 608a23f102ee33a8 e1d549422e39272f 89fe32f69ffc6bfb e295280390c680c8 f1372e25b691bd7f e1d59d1367f5beaa e3ad44a1236bc714 df71b7f23f47b87b c765b5346f233ed7 a08f1b746ffc19bd 9595948b9a205e2a 3bf0d89066b17642 93d39e8e65f05c0f c33e29646339a545 cb845c0bd889cdc0 db6d7dbec9dfae7e 90663179477f2bed f13e3b7ad9263980 381e0df232951bcb aaa7a242658f7719
rJ7gElB6t9dDmImz,c805098b4711d70c f11b81a397ecd28c b66568b8b1e9c36e 9759fefb64786296 d1ecd1360c109d4e cd181f00bc8851b7 e5085176cf314381 82ca53a2f8f739d6 a5e935ff654cc119 dfd854d0d8c79c43 a69e6fd95c4c3ca1 234d7fc593fbe4cc d3fcd7f3fa24f881 e6a06cb5aa713bd7 4909d96c2d00826f f1aa435891bfe370 814181d8128c11b6 14b65d537f5ff694 bb76aa26ceab3461 6d76b8bb2e107cfa f320c4c77b4bccc6 b9904adf757bb783 b7b026993fd88111 ebc4f98e2b9a8ea0 28f5b6504150227c 33bfd27d285ef3eb 0221c520fe503d60 3b51233341f4e6bc 0acc6b1514205634 273a3a46c6bac43c 4aa5f942d17e93e6 ae0b079b4ace119c b3296dcb28c54f83 3ad555e59d8db125 9daf2329bd0690b4 fd4437fb2f12228a a660e919c243e59b f143792311e92e42 3eec09f0f4aabdf1 c1970f39c46f3b73 e587b95180fb35b4 075e03d396523526 1655988a68f454a5 2fd3598febc8374c 4413f6a95f226a1b 0d22ddacf1ebfd61 f308f5032164e662 58ed74920c8ae368 17e6f119f4f52a11 ee34feca7a49fa7e
muEgD79kQhsYvqNr,e3bbe7fc2a154407 a52a1ec7b95b6b3d 12babe6bc89356ef 388e01d7d5be7f05 357aacd848f80396 790f25e70e78ea14 e500c927c3f3c90d 3df3f1f9ca591502 a2da452c531c8d60 646cf09fd1b9f650 d9754e7ee2e2b687 0409dcc18896aad8 f7eb19597c445039 6bff635e465fb64f 5a1a32fa3e5c8489 9423fb317aa7ac25 cbfcbd6927ae56d0 923a1afb57e30b83 fc32dcf99c6dd0a0 f7b214b933944e8f e12ce956f3efa523 c88228115708c7f9 7a42fca000fa7bcd 5ac5c7be550adb1a d1f634a4591adfe7 b71e14e6f6012911 93b2c97ec89480e0 e63ea25aaada09b2 e47781420d4cb801 253ca55980ba5ee6 a29132dd54c83fc4 94cd8cb9eec5589d 410f2ef512c7bf1a 8036098889842f9f d276ad0adc3b5d61 ba551f851dbb3233 7c1239bcac40c751 444767bd0b0679db 347409b6b7589f00 1933d4195fe26919 09cff05ef7c229f3 40a519f1a06cda7c d6494a8b863fde37 dbd736a1f78335ad 9df9f42122132af9 f885af90716f7947 e54774f4195aa6e6 f88c8efe77c5751e 61d9b14553b6706f f38b6dd9b8be8ec7
ALQHqkWhKB5iM1xW,32fe3b6ea92f11f0 0576161cc3ebc265 fd099573fe2d2adc 9892b1d6c1d58608 b8d1dad22931efb5 00025f63e0d99bba d2582b9828c54fbb d5ea99cf2ece992b 1bb6931d6db1c470 7b9aabd8d32457a1 b9dafcc437acad7f 6ced7e3c14b37710 d15bc63f71a214fa 0347b3a212aa87f6 1e5644c221be6e6c 89aa731c291e8eb7 d989966d43e57695 e45423a5317df50b 938cc903f035a6ee 1be76502bad3df5a 6e762ca77033d8a0 54c438a407158832 e448606d78b76779 2926b4200778232f fe8466c02389245f 46ddd1f7f408ce7b 9baa4bf70ead7230 0cb5439bb19d7b3b 34bacdab57c0af64 93dbac7e53d9d973 ec3def60b0a8e4d9 384c03b72fab3073 8be2a32ae2d8b441 31a9d63259c439ad c598b97196aea66e 4d0bb51611b02da0 2574332aafa9737d cb46d43ab9c6a61d e234e248eaa9962b de703e1acd65afa0 fd03e66c396e61bd 6b2f63359ddad9ca 49d21bf24e837eaf 26c5026c11664c9f 51fcf487dd106a3b db38347efe2f2d60 da15f4e2d62ab046 5dbb3d66b0ee2d25 c9d4315553239aa8 aaada5ac776b399a
e4Hzbddsv2gD8Tti,6f78e5e4fd94115e 0eb2ed74a1d865c5 987b826c08756c12 b70849e369f59f7d 880519f3b5e3af4e f0d60e3758e0161e 2be4560926555e7c ba84ab483967b302 c84aba1aebb8698b 9f6e9de78ed0b340 4447e135875f55e1 04460e50c2bad675 d898b75016ecb404 e6b388ae684d5a72 f888b07f57a665a3 018d1cef64ce0122 95770a240f794d55 6928ffed01917ed7 f6495acc76b948ad 5043c93d88e186eb c8ea0efa4dfd2493 246c7d0ddbefc0d8 43373f0247026e2f ce758d5255ebfa2c 9e430c97ec7d8d7c c5c0ffd188d6e493 964eba22cc6567a3 cf56a6fb0c339d58 b9262deecc9b4abd fc383dad7671de76 3fd4fd1c14ecd159 ec9db20f127796ee 73381740220b8b1a 67aaae3e111c0976 d80eddee8e783171 59b42044479905ca 311e6d0c80f4996e f792868af775b595 51ec81f0585bf4eb 17ad6e3d1f41f012 63255f2d41bb6723 00fa4ae604d53623 07704b2eb03e4ca8 da15027406a40b44 1bc2be0be65bbd8c 72688bccd4c2e9e3 86f273326c0a11b5 f388e07316e29121 728df47133a275cc f03377194072e87e
RLiRYGNY9BHM2LKA,c49e0ee2e89b81b2 23144d29325a5ee1 93208b3bbe148e14 67a5fabc12edeac0 c498480cf08eef55 af53a0d2f5f749ae 113471c295587064 65690c64cf4489a7 885b9c9ed78d126a ed72ecb3cc575ba3 b972c8b49496b69b 3c57ce8fea1999c1 194707120709a53c f561a4430af4d331 a0c80c0bd98124c3 335ec0ff45ba34c5 a1dc36344de09a47 f95d69169667881a d11066a767e2320d 808dcc1320f0ff29 1353b247f1bd474e 88c5cbb37a44c614 b2bb38d0c9d96883 913f0bbdb51394ab 63532da23e0f8a09 331a07faa40a2768 088286d7ae5840f7 bd18dd2847aae55d 723bca87dd6ec791 1d39ded4ef21d612 8bb6ad3644394f41 4e3f75d7ea88f040 3f8eebc07fff200f d2702f6e717af7d0 ad9e87c4b60ee304 5552417539ce272f c46620056df6ed9d e0f99462255a6815 8c6a804ca90927fc e03dda29e28b3bcd bdc872f9d7983a91 94dff6faf14c54f3 71d12b9d7b92ddde b3d8aea46d49d558 0c0a0b6c85384470 d99dd9623ecde0ab 887f24718071284a 92ad7aca8bb3c224 6f2383f079a388b9 b3546278818e1cb0
Gjx9RVjz3vbd5QjF,4d1983f5b30ad468 0305c7a286e1502d 99accfeffac8c6b7 721325e8fafa9bdc d0aab32686a91147 0e0da0ec40e251bc df19e26663fee827 e45987dd06a77f33 1451f46a55d0b9c2 217754f66c32d400 c3041c1072f6516d 7eb461fce114b8ea f89214f500fe8318 c7a7963332e2860c d6f3fc47b377d1a1 a986c7a298c2c97e 532a2df01d6f47a8 f43a257947f6296d 742df108be759854 4abdf1c76b262d33 bd4d2794ea91f124 e5eca19d355a0708 bb8a2ad1b0317482 3e9e9c4e8069da11 becac1ffc900bd03 2857fcb1040d1914 d1994255955ba936 d4213af66d89d8c2 91b99f2b0a4bf28e 0ba5c3e0afcd42b9 874906addf990b08 11b37f3c9bc220b3 89ceab78169a8bec c1d53a667f0414b9 ba219e4a5daa1c10 501e9591fff7249a 63003ec3fdf4aafc 96fe3f9f4232697b 9bacb402ed6d3663 cb97c51d31bfc0da 13f2bd233a2adcf5 e9438f77af9ea289 abf1b7ccf7cc16a5 0f5243c82f7f4637 634db65c1742da8f d2cd246d02ab0574 211cce90a45316c2 89b84773d39f6d55 33300e798ca1beb9 aa666ec104d01a49
3psWyO4ohVh13TsA,cc440a78f3bfe0ab 847cf3683d9cd05f 10820487234d5f63 93dc524467f4edab f499b6945d9abb89 2b6e3f30d5f64162 74b9682e9bab0e71 d9e58ffe1bb65a67 b4bddd680c5aed94 b870fb3bc41debf8 d5f73a108374656a 5820c0a275345ebe 8395bd8fdd2017e7 9fd1b9312ac56239 c7baa032d2698b50 503d9b77e7af6a3c be90d3cf70dfc501 dc6308adab4fde39 889dbf07ec32493b 93dfd360befcecb2 2b79c655930b3b7f b9c683b99d05ee76 4070cd5cf772ba2d 78c83a3784934eda 2cbce1119909fb8d 18edd46843373989 99c71e0e9fc5e4a0 d9d72728c0116a29 1e967c13ee85143c 33868d85a0348c1e e107c20abe464616 a26b05058fd147e2 fffa9d6b756f71a9 2655f8b4b0277185 eaf8c00d5d960b5f fd1e3021f9600c9d 4bf4326f8fbc133d 6642a46864ee66c0 f73d2a79ff3614fe 128815f4871651c9 1d07c00613497f87 c26101c55d2eb1cc f32000cace225a38 cfdc142bd65352b6 fcb7a77f40213f51 ca4d7a13f64623a0 1aace567dfa0b633 eaae0246bd8a0aad 992e8cf9a07efc63 ad5d57ecedef5c43
eAGar7hB2fQaUMlh,78f5719892f74b25 a61516b65588bc59 25a11d328f423fec 5b5df89c12d9bee0 b129c4ab077468e6 6aaec6c550448d52 bbc722944aeb76be d527e4977e0f0f61 b516f6453aa17e38 5e53d0861455ae5a f67267486fb60e11 3bbb9e5392f68759 fbdc32a134e13f20 3afa7e328977f94e 042d1d61e2d48493 07f1226bde217e6b 255edb6381810a66 fec94a728bec12b4 a83c34ca80b94661 6541b28cc3271df5 c737e97fe1a37de5 c6eceb3c38236d4b 0649c3a7101d8061 bea3f39c61edb8a6 9f908be7fe69b2ab 14057609809e0024 34a8ce24e97d38b0 1309280a11bdaf7b fa9e43d041c74be3 16390df1bfacdd28 2de4ff195a3c6574 5527db85c4621572 7498b78b99da0299 378504e8b57eca10 2e5af86db0748faa 9baf3828fa7ace2c 471957658aa721bf 629141a9e777e9d8 5d71530c03ea0492 390841419b62a36c cfd17e9243f240ae d5046bd3399dc497 591ef3fe39e6719e 5fa3670168bffe0f 4a1ba676059c3373 16d44e7503a306f8 4c9cb7ef59a8bf83 2352c84f1780682e 2474a8dbc7637fa9 86377133d3109c5e
Tn5MGx6Fg4ZOuzr2,5e2d1f560e7be72c acda0f810ee7ff4b 313479716c2faab4 c1baed883d5e3e53 d4761122ea47a377 e941a84954302df9 e1e8f09a8dd03494 99a31d9e5bd6eda8 75a37ba8dc3f7cec 6d53feccffcfde4c 986ed47f9eaf049c 593ebf1ad90fcf79 41f09a4f28f55a48 e17213d58c08488a 14a932e045fe560c 8628a7199293791c cccc25baef3b112b 1aac69d1379a2356 3ed4186f00bde8d1 e3f55956ca95c868 7bac0404683f5d4d 4308d10ed2116181 4be5dd6d69418656 97940bee2e7a830d 77a218473497f6dc 867bf3db78e65ce2 307b3ca2cc09b744 3e5d1eee4e713e1b 3ca39190e820c0e5 6a19daf8d0e87857 15476309b9b1b76b 68a6d6989ce427ed 8e97b347d26579e9 8617c8a9beaa3f5f d5c602adf962e1c8 3c92dd2f5b5ba5d3 98ed46dae1590d72 3c9699b28d405861 99aeffe73bc3445d 5a5b920024e76c26 c4b69e45b154839d f56c62fb39f63e76 0ac32f29d2c5e89c aef343bf8358cb1d 97896313c26d9d93 b8446fa45e9000e7 5653061aed4badf3 1bda6bfd71ab4de9 2c282d0922481475 714e2baad3e4bd94
W5m8Qplv08i3dHNO,ab60bc96550d218c 60854c653de54fd2 adc567dd416dbc1d a01dda8566966b23 77a638183dace6ca d13e865259c97949 03f5e9226ece23e5 c4198e746e1725f2 66c08188327dd0e4 69aaa445dba72c4a eaf4ca432350c85e e9d7188e0c80311b f61967b120c9c3c6 929e20f9951e9b0a 753d3eac8fc31cbd e4229735d0ff17ff 09dac698f79e5ebd d22ea9950e1f2bb0 21bee17452df3492 8327ecbe81431bd6 5be2876f5c6064e8 0751b8f01e0b4c38 8d5b3d43bf2274dd d9dc6c09cd3f1629 a48a762edb164eef 8dcad266f3228d7b b79bfb24a0e4167c fa55a3e2e9f00e52 88c57c1b06c3c538 2c4aaf947dd59f9c 491599caa2e1d4f2 3772e531f99515f1 17ddff14ed252259 7e1013805329c49d bc11deff60a2710b da09cc3bddf93ec1 9614d98fca114a13 8c404c79047f148c d6a922b788a246a5 8fae794478b912d2 013baef898bfe3be 5d23ae0e71d47ec6 99abbd26975ac208 ebec9d87a1151c58 a3f96c9ce06c7e71 4aab99356beb05e3 f88da91230910451 0e55190632c67e80 abe7ef504067f188 76c3ed959540aa3b
GFrXxfhxwFDr7vK2,6423b77618667357 154eac9f5cff618e 580f0dbc77b6155d 630e25f8db36a8ed 879beb14202a5384 c3f34aaa360fb569 35b711b18de8e816 fe586ccbf153bd86 6c8e99056c482435 142231c60e1cf02f 8200c88a9a806108 550c80be01063997 06032c9aca6fc501 d932c8a9c8add1f3 739a508cf4a94322 19bc1a13562dbd9e a1344d2f4604ef55 d7ae85afe12f4bb2 97982f9f24483dc4 a944233f2032003f 58dd48bad33dc335 97dc807db5856367 0aefea5b1481e932 3ac10962729c0ff7 46cfee263242d453 6fa9ed29c6aba176 1e539e8782c17ecc b3180fc005f70156 6ab791ad4845170f 22460577e0e32383 31c9230a2b27b773 37af3e3050aeb452 ff919853dce88f04 975e7b57bc0cbf21 4db045f2f576536c 4ae121ac28ad7d56 cb583fd4dc34dbf0 0d14862a4f1aee7c fe9aa2eb3b4c80d7 058b7e3681cbb145 bcff0ba51f1b7ade 9ecb7031e37f9481 f6d12192e552eaff eba15b33f9dec922 ba63a49f062520bb fd2db3d97afb470c c190c902800778f4 709301536e1d837a 8640052512fa1d16 abad627578677580
2W2gysE2yo5ZCbu5,df7f22d8999d6ca7 87426797d7bf1ca0 b689ffb362613f1e 721172b5b02dc3d4 ec66c89083498380 7d24da234e650639 3fde3bed827eb756 178ec5d6aa5213b1 45062160e59847f0 f750d8401d91ce8c 189d5af982c01719 42627c7a8346e90e 1fd431b84d5f9243 e0d85a5e4a4b3266 2e216e481cd3561c 4f0cfadbfe087311 0ca1ed14cd368482 86985c38486ada1c 4019cd201b076926 caba043bdb58fa02 d5d61503eb72e0ee cc31b3d6582773f7 578ca8c00420bd24 9662c291df5e1a12 14845849b446d894 84f8e2fdcf51fff9 ad9614ad6d8e90bb d5efd63a7899d6f1 d124b025a6a3c31b ccbf9834eacd7d7c acb71f397be289c7 03ef9bf8b06d0bc2 c1ece54be96bf6cb 174d2c0f222cbb4b f95c0e196e8d197c 2368e4c5f3064713 e25743b707f31cd4 1622f4dfe732426c 9c116aae831edf55 82ed9ae497054fd9 32fac8ab02241039 f5bb10cc7f1f1850 4737f8f0ede7ab9d 508c14edc426160f 0e637b499dfffb18 0097ab2f4b590df8 6b056f1f69797bd9 a947f1f3c3bdc763 bb4509d2b6a49e25 8880ceee02bbc0c3
kP5kZAPwyYRS44Kw,edd90a3226f4f14d c8d49ce2d488400b d296a135c1f14733 da1ef335d8a2d50c 31e55f5f2472f6f1 e490ee16e4f8cfcc ae70d69465e3f925 df797f6b42a88221 d015b6e3988192e4 7fbee3dfd86d76d5 06421be968e040a5 08e1ab75b573dbeb 3648c9f808619738 e1b973f066ba0a33 2d560fe589218f61 0827ad193831d29c 3d396b5ed716b453 c8fbb9f3b78ac0dc 9a069739d690b705 1a5f3f610d847c18 3141343c8f3e9da6 ec476fa365c1cafe 3fd9ebe33384d040 47a6b6bff7431a6b f5de995bcf342c9b 24b4f6191de4971a ca7f76268f056688 f6ec2f65bf1120a3 0d89cce403bde1aa 8d1d92440f28a75f f9acacac5d215c43 b5c9e300cbb76c13 83d89366011eb05a b402865c503b1391 45311324f7e108eb 29311e17f3fbb52d 23f7db98454c7268 550ca47e78624cbc 8a5559f6c259859b 34344eed31f7cf51 254a5d06e645f7cd feba2fa6abcc8eb0 94b3aea1f1a02431 d6c93378616709ec 3f0fd35a23689454 eb2cf8d623971078 81722a1be51b5ce6 be6aab98eed95373 d12f16238c19bce8 4da7c268cf1ac933
v7baIFezIUWZ5Swk,57324cf73ef1b3dc 4a0b85ba8f088513 c79fd3f756611d9f f21f847e9acdc8fc 7511f0f6f4cc1657 f598097e06fa374f ceaab121954a8068 1c868eda8b879988 53c277a77d6fd07b 6ead9093d0b48a56 b7349704c48f9fe2 6ef46ad9b6dc68a8 1ede1d86bb63b187 a05b208b21951836 03f5478727e1874b 07e3e1805037dc12 ed19aa8b2d78daa9 1c90199571361b73 135d74ac06619563 4155b615c2046830 f1a4f357f375ce32 fdd39fe1cec5d249 ef22fd7061edc3a9 792d43b3e3a4c97f da6fbd3daf0d7f30 9e2cf0c75025ab19 8cbe44720282d965 004b6123c291f095 98e020f9a87fac89 8bb312a29e8b3ee7 e2b1f5b61d578f42 2347c22b0da1a133 cab491badb21eec1 9c37772051169f16 b4e2d8453293914f adbd1593acd9fa6f 8419e3bbc0bf1cc0 59514fe4cc4b1b77 567a6ca019b7704d aaf2e1cf96220e75 366da5006bd84293 a925c8f945edb646 e40f05b2f65ca68e c34f08b3a3387702 0fc09e1e13b434d0 bf0b66a40a412c6a a862c8f98ce5e2dd ed5446eef9aa6676 8ee1d88157b7d7cb 8f5f62d0d1c4583c
